d2_move_id,source,destination,entry_kind,classification,license_status,exclusion_required,source_file_count,source_total_bytes,current_runtime_refs,current_test_refs,current_doc_refs,registry_refs,prior_ledger_members,successor_chain_required,destination_policy_root,transaction_group,plan_origin,rollback_source,rollback_destination
D2-077,data/pallet/archive/_mesh_proc_compare,data/pallet/archive/superseded_runs/_mesh_proc_compare,dir,SUPERSEDED_RUN,LOW,false,10,4316539,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/_mesh_proc_compare,data/pallet/archive/_mesh_proc_compare
D2-078,data/pallet/archive/_pallet_catalog_0123,data/pallet/archive/superseded_runs/_pallet_catalog_0123,dir,SUPERSEDED_RUN,LOW,false,6,3936989,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/_pallet_catalog_0123,data/pallet/archive/_pallet_catalog_0123
D2-079,data/pallet/archive/_perm_v4_fix_check,data/pallet/archive/superseded_runs/_perm_v4_fix_check,dir,SUPERSEDED_RUN,LOW,false,3,1566324,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/_perm_v4_fix_check,data/pallet/archive/_perm_v4_fix_check
D2-080,data/pallet/archive/_preview10,data/pallet/archive/superseded_runs/_preview10,dir,SUPERSEDED_RUN,LOW,false,43,16057584,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/_preview10,data/pallet/archive/_preview10
D2-081,data/pallet/archive/_procedural_textures,data/pallet/archive/superseded_runs/_procedural_textures,dir,SUPERSEDED_RUN,LOW,false,22,11317364,0,0,1,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/_procedural_textures,data/pallet/archive/_procedural_textures
D2-082,data/pallet/archive/_test_topview,data/pallet/archive/superseded_runs/_test_topview,dir,SUPERSEDED_RUN,LOW,false,98,38020066,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/_test_topview,data/pallet/archive/_test_topview
D2-083,data/pallet/archive/_wood_skin_compare,data/pallet/archive/superseded_runs/_wood_skin_compare,dir,SUPERSEDED_RUN,LOW,false,50,28426531,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/_wood_skin_compare,data/pallet/archive/_wood_skin_compare
D2-084,data/pallet/archive/rotation_debug,data/pallet/archive/superseded_runs/rotation_debug,dir,SUPERSEDED_RUN,LOW,false,4,1550217,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/rotation_debug,data/pallet/archive/rotation_debug
D2-085,data/pallet/archive/runtime_pallet_debug,data/pallet/archive/superseded_runs/runtime_pallet_debug,dir,SUPERSEDED_RUN,LOW,false,4,1819819,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/runtime_pallet_debug,data/pallet/archive/runtime_pallet_debug
D2-086,data/pallet/archive/test_blender_v1,data/pallet/archive/legacy_datasets/test_blender_v1,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,63,14124145,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v1,data/pallet/archive/test_blender_v1
D2-087,data/pallet/archive/test_blender_v10,data/pallet/archive/legacy_datasets/test_blender_v10,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9258721,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v10,data/pallet/archive/test_blender_v10
D2-088,data/pallet/archive/test_blender_v11,data/pallet/archive/legacy_datasets/test_blender_v11,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9646016,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v11,data/pallet/archive/test_blender_v11
D2-089,data/pallet/archive/test_blender_v12,data/pallet/archive/legacy_datasets/test_blender_v12,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9680287,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v12,data/pallet/archive/test_blender_v12
D2-090,data/pallet/archive/test_blender_v13,data/pallet/archive/legacy_datasets/test_blender_v13,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9562151,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v13,data/pallet/archive/test_blender_v13
D2-091,data/pallet/archive/test_blender_v14,data/pallet/archive/legacy_datasets/test_blender_v14,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9655600,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v14,data/pallet/archive/test_blender_v14
D2-092,data/pallet/archive/test_blender_v15,data/pallet/archive/legacy_datasets/test_blender_v15,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9567223,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v15,data/pallet/archive/test_blender_v15
D2-093,data/pallet/archive/test_blender_v16,data/pallet/archive/legacy_datasets/test_blender_v16,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9376375,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v16,data/pallet/archive/test_blender_v16
D2-094,data/pallet/archive/test_blender_v17,data/pallet/archive/legacy_datasets/test_blender_v17,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9581741,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v17,data/pallet/archive/test_blender_v17
D2-095,data/pallet/archive/test_blender_v18,data/pallet/archive/legacy_datasets/test_blender_v18,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9416465,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v18,data/pallet/archive/test_blender_v18
D2-096,data/pallet/archive/test_blender_v19,data/pallet/archive/legacy_datasets/test_blender_v19,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9775801,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v19,data/pallet/archive/test_blender_v19
D2-097,data/pallet/archive/test_blender_v2,data/pallet/archive/legacy_datasets/test_blender_v2,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,20,4526604,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v2,data/pallet/archive/test_blender_v2
D2-098,data/pallet/archive/test_blender_v20,data/pallet/archive/legacy_datasets/test_blender_v20,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9449852,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v20,data/pallet/archive/test_blender_v20
D2-099,data/pallet/archive/test_blender_v21,data/pallet/archive/legacy_datasets/test_blender_v21,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9708826,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v21,data/pallet/archive/test_blender_v21
D2-100,data/pallet/archive/test_blender_v22,data/pallet/archive/legacy_datasets/test_blender_v22,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9501126,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v22,data/pallet/archive/test_blender_v22
D2-101,data/pallet/archive/test_blender_v23,data/pallet/archive/legacy_datasets/test_blender_v23,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9559885,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v23,data/pallet/archive/test_blender_v23
D2-102,data/pallet/archive/test_blender_v24,data/pallet/archive/legacy_datasets/test_blender_v24,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9340760,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v24,data/pallet/archive/test_blender_v24
D2-103,data/pallet/archive/test_blender_v25,data/pallet/archive/legacy_datasets/test_blender_v25,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9484742,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v25,data/pallet/archive/test_blender_v25
D2-104,data/pallet/archive/test_blender_v26,data/pallet/archive/legacy_datasets/test_blender_v26,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9421985,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v26,data/pallet/archive/test_blender_v26
D2-105,data/pallet/archive/test_blender_v27,data/pallet/archive/legacy_datasets/test_blender_v27,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9357288,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v27,data/pallet/archive/test_blender_v27
D2-106,data/pallet/archive/test_blender_v28,data/pallet/archive/legacy_datasets/test_blender_v28,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9383844,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v28,data/pallet/archive/test_blender_v28
D2-107,data/pallet/archive/test_blender_v29,data/pallet/archive/legacy_datasets/test_blender_v29,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9553232,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v29,data/pallet/archive/test_blender_v29
D2-108,data/pallet/archive/test_blender_v3,data/pallet/archive/legacy_datasets/test_blender_v3,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,20,4546354,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v3,data/pallet/archive/test_blender_v3
D2-109,data/pallet/archive/test_blender_v30,data/pallet/archive/legacy_datasets/test_blender_v30,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9682929,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v30,data/pallet/archive/test_blender_v30
D2-110,data/pallet/archive/test_blender_v31,data/pallet/archive/legacy_datasets/test_blender_v31,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9592334,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v31,data/pallet/archive/test_blender_v31
D2-111,data/pallet/archive/test_blender_v32,data/pallet/archive/legacy_datasets/test_blender_v32,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,57,23413074,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v32,data/pallet/archive/test_blender_v32
D2-112,data/pallet/archive/test_blender_v33,data/pallet/archive/legacy_datasets/test_blender_v33,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,57,23012511,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v33,data/pallet/archive/test_blender_v33
D2-113,data/pallet/archive/test_blender_v34,data/pallet/archive/legacy_datasets/test_blender_v34,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,12,3904075,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v34,data/pallet/archive/test_blender_v34
D2-114,data/pallet/archive/test_blender_v35,data/pallet/archive/legacy_datasets/test_blender_v35,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,0,0,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v35,data/pallet/archive/test_blender_v35
D2-115,data/pallet/archive/test_blender_v36,data/pallet/archive/legacy_datasets/test_blender_v36,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9466013,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v36,data/pallet/archive/test_blender_v36
D2-116,data/pallet/archive/test_blender_v37,data/pallet/archive/legacy_datasets/test_blender_v37,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,12,3739542,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v37,data/pallet/archive/test_blender_v37
D2-117,data/pallet/archive/test_blender_v38,data/pallet/archive/legacy_datasets/test_blender_v38,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9410447,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v38,data/pallet/archive/test_blender_v38
D2-118,data/pallet/archive/test_blender_v39,data/pallet/archive/legacy_datasets/test_blender_v39,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9424508,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v39,data/pallet/archive/test_blender_v39
D2-119,data/pallet/archive/test_blender_v4,data/pallet/archive/legacy_datasets/test_blender_v4,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9496976,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v4,data/pallet/archive/test_blender_v4
D2-120,data/pallet/archive/test_blender_v40,data/pallet/archive/legacy_datasets/test_blender_v40,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9450482,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v40,data/pallet/archive/test_blender_v40
D2-121,data/pallet/archive/test_blender_v41,data/pallet/archive/legacy_datasets/test_blender_v41,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9505780,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v41,data/pallet/archive/test_blender_v41
D2-122,data/pallet/archive/test_blender_v42,data/pallet/archive/legacy_datasets/test_blender_v42,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9134188,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v42,data/pallet/archive/test_blender_v42
D2-123,data/pallet/archive/test_blender_v43,data/pallet/archive/legacy_datasets/test_blender_v43,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8192271,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v43,data/pallet/archive/test_blender_v43
D2-124,data/pallet/archive/test_blender_v44,data/pallet/archive/legacy_datasets/test_blender_v44,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8264108,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v44,data/pallet/archive/test_blender_v44
D2-125,data/pallet/archive/test_blender_v45,data/pallet/archive/legacy_datasets/test_blender_v45,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8837235,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v45,data/pallet/archive/test_blender_v45
D2-126,data/pallet/archive/test_blender_v46,data/pallet/archive/legacy_datasets/test_blender_v46,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8183335,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v46,data/pallet/archive/test_blender_v46
D2-127,data/pallet/archive/test_blender_v47,data/pallet/archive/legacy_datasets/test_blender_v47,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,12,3422037,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v47,data/pallet/archive/test_blender_v47
D2-128,data/pallet/archive/test_blender_v48,data/pallet/archive/legacy_datasets/test_blender_v48,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8494172,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v48,data/pallet/archive/test_blender_v48
D2-129,data/pallet/archive/test_blender_v49,data/pallet/archive/legacy_datasets/test_blender_v49,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,0,0,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v49,data/pallet/archive/test_blender_v49
D2-130,data/pallet/archive/test_blender_v5,data/pallet/archive/legacy_datasets/test_blender_v5,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9508128,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v5,data/pallet/archive/test_blender_v5
D2-131,data/pallet/archive/test_blender_v50,data/pallet/archive/legacy_datasets/test_blender_v50,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,3,914907,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v50,data/pallet/archive/test_blender_v50
D2-132,data/pallet/archive/test_blender_v51,data/pallet/archive/legacy_datasets/test_blender_v51,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,27,7997566,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v51,data/pallet/archive/test_blender_v51
D2-133,data/pallet/archive/test_blender_v52,data/pallet/archive/legacy_datasets/test_blender_v52,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,18,5538912,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v52,data/pallet/archive/test_blender_v52
D2-134,data/pallet/archive/test_blender_v53,data/pallet/archive/legacy_datasets/test_blender_v53,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,27,7568421,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v53,data/pallet/archive/test_blender_v53
D2-135,data/pallet/archive/test_blender_v54,data/pallet/archive/legacy_datasets/test_blender_v54,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,21,6245323,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v54,data/pallet/archive/test_blender_v54
D2-136,data/pallet/archive/test_blender_v55,data/pallet/archive/legacy_datasets/test_blender_v55,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,12,3622759,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v55,data/pallet/archive/test_blender_v55
D2-137,data/pallet/archive/test_blender_v56,data/pallet/archive/legacy_datasets/test_blender_v56,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,15,4389603,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v56,data/pallet/archive/test_blender_v56
D2-138,data/pallet/archive/test_blender_v57,data/pallet/archive/legacy_datasets/test_blender_v57,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,18,4925900,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v57,data/pallet/archive/test_blender_v57
D2-139,data/pallet/archive/test_blender_v58,data/pallet/archive/legacy_datasets/test_blender_v58,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8661654,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v58,data/pallet/archive/test_blender_v58
D2-140,data/pallet/archive/test_blender_v59,data/pallet/archive/legacy_datasets/test_blender_v59,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8871584,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v59,data/pallet/archive/test_blender_v59
D2-141,data/pallet/archive/test_blender_v6,data/pallet/archive/legacy_datasets/test_blender_v6,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,90,28174468,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v6,data/pallet/archive/test_blender_v6
D2-142,data/pallet/archive/test_blender_v60,data/pallet/archive/legacy_datasets/test_blender_v60,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9258927,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v60,data/pallet/archive/test_blender_v60
D2-143,data/pallet/archive/test_blender_v61,data/pallet/archive/legacy_datasets/test_blender_v61,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9283276,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v61,data/pallet/archive/test_blender_v61
D2-144,data/pallet/archive/test_blender_v62,data/pallet/archive/legacy_datasets/test_blender_v62,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9144406,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v62,data/pallet/archive/test_blender_v62
D2-145,data/pallet/archive/test_blender_v63,data/pallet/archive/legacy_datasets/test_blender_v63,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8576032,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v63,data/pallet/archive/test_blender_v63
D2-146,data/pallet/archive/test_blender_v66,data/pallet/archive/legacy_datasets/test_blender_v66,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,99,30126560,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v66,data/pallet/archive/test_blender_v66
D2-147,data/pallet/archive/test_blender_v7,data/pallet/archive/legacy_datasets/test_blender_v7,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,90,28078134,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v7,data/pallet/archive/test_blender_v7
D2-148,data/pallet/archive/test_blender_v8,data/pallet/archive/legacy_datasets/test_blender_v8,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,9494168,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v8,data/pallet/archive/test_blender_v8
D2-149,data/pallet/archive/test_blender_v9,data/pallet/archive/legacy_datasets/test_blender_v9,dir,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),true,30,8924538,0,0,0,0,,false,data/pallet/archive/legacy_datasets,D2_LEGACY_DATASETS,STAGE2A_PLAN,data/pallet/archive/legacy_datasets/test_blender_v9,data/pallet/archive/test_blender_v9
