relative_path,in_filesystem_residual,in_final_tree_residual,in_plan_pending,entry_kind,depth,files,bytes,plan_destination,plan_category,plan_license_risk,final_tree_classification,prior_ledger,registry_keys,reconciliation_class,reason
data/pallet/archive/test_blender_v31,True,True,True,dir,2,30,9592334,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v32,True,True,True,dir,2,57,23413074,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v33,True,True,True,dir,2,57,23012511,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v34,True,True,True,dir,2,12,3904075,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v35,True,True,True,dir,2,0,0,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v36,True,True,True,dir,2,30,9466013,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v37,True,True,True,dir,2,12,3739542,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v38,True,True,True,dir,2,30,9410447,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v39,True,True,True,dir,2,30,9424508,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v4,True,True,True,dir,2,30,9496976,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v40,True,True,True,dir,2,30,9450482,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v41,True,True,True,dir,2,30,9505780,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v42,True,True,True,dir,2,30,9134188,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v43,True,True,True,dir,2,30,8192271,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v44,True,True,True,dir,2,30,8264108,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v45,True,True,True,dir,2,30,8837235,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v46,True,True,True,dir,2,30,8183335,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v47,True,True,True,dir,2,12,3422037,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v48,True,True,True,dir,2,30,8494172,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v49,True,True,True,dir,2,0,0,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v5,True,True,True,dir,2,30,9508128,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v50,True,True,True,dir,2,3,914907,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v51,True,True,True,dir,2,27,7997566,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v52,True,True,True,dir,2,18,5538912,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v53,True,True,True,dir,2,27,7568421,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v54,True,True,True,dir,2,21,6245323,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v55,True,True,True,dir,2,12,3622759,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v56,True,True,True,dir,2,15,4389603,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v57,True,True,True,dir,2,18,4925900,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v58,True,True,True,dir,2,30,8661654,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v59,True,True,True,dir,2,30,8871584,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v6,True,True,True,dir,2,90,28174468,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v60,True,True,True,dir,2,30,9258927,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v61,True,True,True,dir,2,30,9283276,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v62,True,True,True,dir,2,30,9144406,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v63,True,True,True,dir,2,30,8576032,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v66,True,True,True,dir,2,99,30126560,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v7,True,True,True,dir,2,90,28078134,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v8,True,True,True,dir,2,30,9494168,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_blender_v9,True,True,True,dir,2,30,8924538,data/pallet/archive/legacy_datasets,LEGACY_DATASET,HIGH(NoAI baked -> 공개 릴리스 금지),RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/legacy_datasets
data/pallet/archive/test_canonical,True,True,True,dir,2,12,2099345,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_diagnose,True,True,True,dir,2,12,2494246,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_diagnose2,True,True,True,dir,2,12,2395363,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_diagnose3,True,True,True,dir,2,12,2402277,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_final_check,True,True,True,dir,2,24,4486280,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_fix_axis,True,True,True,dir,2,12,2631999,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_fix_scene,True,True,True,dir,2,12,3018383,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_indoor,True,True,True,dir,2,18,5662647,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_iter2,True,True,True,dir,2,24,4524045,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_iter3,True,True,True,dir,2,60,11946459,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_iter4,True,True,True,dir,2,30,5062922,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_iter5,True,True,True,dir,2,30,6320702,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_iter6,True,True,True,dir,2,30,4416054,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_iter7,True,True,True,dir,2,70,15098595,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_iter8,True,True,True,dir,2,30,5770157,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_iter9,True,True,True,dir,2,24,3495525,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_models,True,True,True,dir,2,12,2622952,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_palletobj_cargo,True,True,True,dir,2,27,7645902,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_palletobj_cargo_v2,True,True,True,dir,2,27,7333315,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_palletobj_r1,True,True,True,dir,2,30,8139664,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_palletobj_r2,True,True,True,dir,2,30,8123887,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_palletobj_r3,True,True,True,dir,2,30,8393492,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_palletobj_r4,True,True,True,dir,2,30,8825616,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_palletobj_v1,True,True,True,dir,2,31,8242169,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_v3_guide,True,True,True,dir,2,20,1643891,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_v4_bright,True,True,True,dir,2,30,3670256,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_v4_pt,True,True,True,dir,2,10,731812,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_v5_pt32,True,True,True,dir,2,10,716911,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_v6_reinhard,True,True,True,dir,2,6,378477,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_v7_reinhard2,True,True,True,dir,2,10,687908,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_v8_lowbounce,True,True,True,dir,2,15,1414692,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/test_yup,True,True,True,dir,2,12,3472028,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/train_4pallet_mask_v1_pilot,True,True,True,dir,2,167,46507868,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/archive/usd_debug,True,True,True,dir,2,5,342314,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_DATASET_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/eval_results,True,True,True,dir,1,103,11407963,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_OUTPUT_DIR,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/isaac_assets,True,False,False,dir,1,4543,4350676768,,,,,,,INTENTIONAL_QUARANTINE,NVIDIA EULA (ledger B6) — archive.csv 계획 row 없음
data/pallet/logs,True,True,False,dir,1,49,823762,,,,RESIDUAL_OUTPUT_DIR,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
data/pallet/render_2000.log,True,True,True,file,1,1,1015899,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/test_canonical_log.txt,True,True,True,file,1,1,605113,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/test_indoor_v1_log.txt,True,True,True,file,1,1,134534,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/test_iter2_log.txt,True,True,True,file,1,1,594099,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/test_iter3_log.txt,True,True,True,file,1,1,594393,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/train_4pallet_mask_v1_gen.log,True,True,True,file,1,1,7075,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/train_palletobj_addon_v1_gen.log,True,True,True,file,1,1,1471916,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/train_palletobj_v3_gen.log,True,True,True,file,1,1,2354100,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/training_data_v4_emptywood_run.log,True,True,True,file,1,1,5031,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/training_data_v4_run.log,True,True,True,file,1,1,734,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/training_data_v4_split_run.log,True,True,True,file,1,1,7906,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/trunc_addon_v1_gen.log,True,True,True,file,1,1,1372532,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/trunc_addon_v1_pilot_gen.log,True,True,True,file,1,1,72643,data/pallet/archive/superseded_runs,SUPERSEDED_RUN,LOW,RESIDUAL_LOG,,,ACTIONABLE,plan destination data/pallet/archive/superseded_runs
data/pallet/v2_dryrun_audit,True,True,False,dir,1,8,499630,,,,RESIDUAL_OUTPUT_DIR,,,UNPLANNED_RESIDUAL,archive.csv 에 계획 row 없음
