move_id,cohort,source,destination,entry_kind,classification,evidence,confidence,file_count,total_bytes,full_hash_required,estimated_hash_read_bytes,code_reference_count,test_reference_count,license_status,duplicate_evidence_level,rollback_source,rollback_destination,status,blocker
D1-049,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene121.blend,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene121.blend,file,COLD_ARCHIVE,legacy scene snapshot (registry 미참조),MED,1,265089901,no,530179802,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene121.blend,data/pallet/assets/scenes/production/blender_scene/synth_data_scene121.blend,SAFE_MOVE_CANDIDATE,
D1-050,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene_indoor.blend,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene_indoor.blend,file,COLD_ARCHIVE,legacy scene snapshot (registry 미참조),MED,1,245480818,no,490961636,0,0,derived (blend 내부 baked 자산 상속),고유 SHA256,data/pallet/archive/legacy_scenes/snapshots/synth_data_scene_indoor.blend,data/pallet/assets/scenes/production/blender_scene/synth_data_scene_indoor.blend,SAFE_MOVE_CANDIDATE,
D1-051,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene_portable.blend,(이동 없음),file,ROLLBACK_CRITICAL,registry production_scene_stage2c1_rollback,HIGH,1,358898907,no,0,0,0,derived,assets/scenes/production/blender_scene/synth_data_scene_portable_stage2c2_candidate.blend1,,,BLOCKED_ROLLBACK,registry active 또는 rollback source — 이동은 별도 승인 필요
D1-052,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene_portable_candidate_20260729.blend1,(이동 없음),file,ROLLBACK_CRITICAL,registry production_scene_rollback_source (pre-portable 원본),HIGH,1,358917479,no,0,0,0,derived,assets/scenes/production/blender_scene/synth_data_scene.blend,,,BLOCKED_ROLLBACK,registry active 또는 rollback source — 이동은 별도 승인 필요
D1-053,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene_portable_stage2c2.blend,(이동 없음),file,ACTIVE_RUNTIME,"registry production_scene (Stage 2-C2, rebase 완료)",HIGH,1,358898838,no,0,0,0,derived,고유 SHA256,,,BLOCKED_ACTIVE,registry active 또는 rollback source — 이동은 별도 승인 필요
D1-054,D1D_BLEND_BACKUPS,data/pallet/assets/scenes/production/blender_scene/synth_data_scene_portable_stage2c2_candidate.blend1,(이동 없음),file,ROLLBACK_CRITICAL,registry production_scene_stage2c1_rollback,HIGH,1,358898907,no,0,0,0,derived,assets/scenes/production/blender_scene/synth_data_scene_portable.blend,,,BLOCKED_ROLLBACK,registry active 또는 rollback source — 이동은 별도 승인 필요
D1-055,D1E_WEIGHTS,weights/pallet_category_test/final_net_epoch_0001.pth,"(로컬 보존 폴더 — 위치 미확정, 사용자 결정 필요)",file,UNREFERENCED_WEIGHT,코드·config·테스트 참조 0 (삭제 후보라고 부르지 않는다),MED,1,201134197,no (SHA256 확보),0,0,0,derived (학습 산출물),중복 0 (29개 전부 고유 SHA256),,,KEEP_CURRENT,weights/ 는 data/pallet 밖 + gitignored. 목적지 미정 -> D0 은 계획만
D1-056,D1E_WEIGHTS,weights/pallet_category_test/net_epoch_0001.pth,"(로컬 보존 폴더 — 위치 미확정, 사용자 결정 필요)",file,UNREFERENCED_WEIGHT,코드·config·테스트 참조 0 (삭제 후보라고 부르지 않는다),MED,1,201133057,no (SHA256 확보),0,0,0,derived (학습 산출물),중복 0 (29개 전부 고유 SHA256),,,KEEP_CURRENT,weights/ 는 data/pallet 밖 + gitignored. 목적지 미정 -> D0 은 계획만
D1-057,D1E_WEIGHTS,weights/2024-01-11-20-02-45/model_best.pth,"(로컬 보존 폴더 — 위치 미확정, 사용자 결정 필요)",file,UNREFERENCED_WEIGHT,코드·config·테스트 참조 0 (삭제 후보라고 부르지 않는다),MED,1,190229389,no (SHA256 확보),0,0,0,derived (학습 산출물),중복 0 (29개 전부 고유 SHA256),,,KEEP_CURRENT,weights/ 는 data/pallet 밖 + gitignored. 목적지 미정 -> D0 은 계획만
D1-058,D1E_WEIGHTS,weights/2023-10-28-18-33-37/model_best.pth,"(로컬 보존 폴더 — 위치 미확정, 사용자 결정 필요)",file,UNREFERENCED_WEIGHT,코드·config·테스트 참조 0 (삭제 후보라고 부르지 않는다),MED,1,68220109,no (SHA256 확보),0,0,0,derived (학습 산출물),중복 0 (29개 전부 고유 SHA256),,,KEEP_CURRENT,weights/ 는 data/pallet 밖 + gitignored. 목적지 미정 -> D0 은 계획만
D1-059,D1F_QUARANTINE,data/pallet/isaac_assets,data/pallet/archive/nonredistributable/nvidia/isaac_assets,directory,LICENSE_QUARANTINE,NVIDIA Isaac Sim EULA. ledger B6. _DISTRIBUTION_EXCLUDE:14 isaac_assets/,HIGH,4543,4350676768,yes,8701353536,0,0,재배포 불가 (NVIDIA EULA),n/a,data/pallet/archive/nonredistributable/nvidia/isaac_assets,data/pallet/isaac_assets,KEEP_QUARANTINE,이동 시 _DISTRIBUTION_EXCLUDE 경로 동시 갱신 필요. D0 은 이동 금지
D1-060,D1F_QUARANTINE,data/pallet/archive/_noai_quarantine_usd,(이동 없음 — 격리 위치 자체가 근거),directory,LICENSE_QUARANTINE,NoAI 목재 USD(scene_2/3). ledger B1. _DISTRIBUTION_EXCLUDE:18,HIGH,3,738082,no,0,0,0,공개 불가 (NoAI),n/a,,,KEEP_QUARANTINE,격리 위치를 옮기면 근거가 흐려진다 — 유지 권고
