usable_slot,proposal_index,stage,primary_reject_reason,reject_reason,runtime_s,explicit_occluder_placed,explicit_solver_fail_reason
1424,2010,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1424,2011,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1424,2012,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,127.74679589271545,,bounded_local_search_exhausted
1425,2014,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1425,2015,solve,solve_reject:v_below_min,solve_reject:v_below_min,,,
1425,2016,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,39.988683462142944,,bounded_local_search_exhausted
1425,2017,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1425,2018,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,48.27727508544922,,bounded_local_search_exhausted
1425,2019,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,82.82449078559875,,bounded_local_search_exhausted
1425,2020,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,50.80823850631714,,bounded_local_search_exhausted
1425,2021,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,60.47871136665344,,bounded_local_search_exhausted
1425,2022,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1425,2023,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1425,2024,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1425,2025,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,83.93602705001831,,bounded_local_search_exhausted
1425,2026,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,48.67113971710205,,bounded_local_search_exhausted
1426,2028,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1427,2030,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,55.9508376121521,,bounded_local_search_exhausted
1427,2031,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1427,2032,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,117.77362775802612,,bounded_local_search_exhausted
1427,2033,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1427,2034,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1427,2035,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,101.43231630325317,,bounded_local_search_exhausted
1427,2036,render,usable_reject:ground_continuity_pass,usable_reject:ground_continuity_pass,33.22293663024902,True,
1427,2037,solve,solve_reject:C1,solve_reject:C1,,,
1428,2039,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1428,2040,render,gate_fail:G5,gate_fail:G5,60.94364094734192,True,
1429,2042,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,57.56364941596985,,bounded_local_search_exhausted
1429,2043,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1430,2045,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1430,2046,solve,solve_reject:d_occ_fail,solve_reject:d_occ_fail,,,
1430,2047,solve,solve_reject:d_occ_fail,solve_reject:d_occ_fail,,,
1430,2048,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,15.315056324005127,,bounded_local_search_exhausted
1430,2049,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1430,2050,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1430,2051,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,47.51766324043274,,bounded_local_search_exhausted
1430,2052,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1430,2053,solve,solve_reject:v_below_min,solve_reject:v_below_min,,,
1430,2054,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,26.26061701774597,,bounded_local_search_exhausted
1430,2055,render,gate_fail:G3,gate_fail:G3,50.432060956954956,True,
1430,2056,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,84.30520057678223,,bounded_local_search_exhausted
1430,2057,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1430,2058,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,24.50147581100464,,bounded_local_search_exhausted
1430,2059,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,94.2105302810669,,bounded_local_search_exhausted
1430,2060,solve,solve_reject:C1,solve_reject:C1,,,
1430,2061,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1430,2062,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1430,2063,solve,solve_reject:C1,solve_reject:C1,,,
1430,2064,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,56.596508741378784,,bounded_local_search_exhausted
1431,2066,solve,solve_reject:C1,solve_reject:C1,,,
1431,2067,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,37.334938526153564,,bounded_local_search_exhausted
1431,2068,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,76.8934223651886,,bounded_local_search_exhausted
1431,2069,solve,solve_reject:v_below_min,solve_reject:v_below_min,,,
1431,2070,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1431,2071,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,29.57843279838562,,bounded_local_search_exhausted
1431,2072,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1431,2073,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1432,2075,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1432,2076,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,81.46269035339355,,bounded_local_search_exhausted
1432,2077,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,94.55884909629822,,bounded_local_search_exhausted
1432,2078,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1432,2079,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,72.16034007072449,,bounded_local_search_exhausted
1432,2080,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1433,2082,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,73.13001370429993,,bounded_local_search_exhausted
1433,2083,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1433,2084,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,46.41847586631775,,bounded_local_search_exhausted
1433,2085,solve,solve_reject:v_below_min,solve_reject:v_below_min,,,
1433,2086,solve,solve_reject:v_below_min,solve_reject:v_below_min,,,
1433,2087,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1433,2088,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,21.207635641098022,,bounded_local_search_exhausted
1434,2090,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,49.64759612083435,,bounded_local_search_exhausted
1434,2091,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1434,2092,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,48.44732403755188,,bounded_local_search_exhausted
1434,2093,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,44.21030044555664,,bounded_local_search_exhausted
1434,2094,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1434,2095,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,74.7925021648407,,bounded_local_search_exhausted
1434,2096,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1434,2097,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,109.3963737487793,,bounded_local_search_exhausted
1434,2098,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1434,2099,solve,solve_reject:d_occ_fail,solve_reject:d_occ_fail,,,
1434,2100,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1434,2101,solve,solve_reject:C1,solve_reject:C1,,,
1435,2103,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,43.473533630371094,,bounded_local_search_exhausted
1436,2105,solve,solve_reject:C1,solve_reject:C1,,,
1436,2106,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1436,2107,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,44.62394690513611,,bounded_local_search_exhausted
1437,2109,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
