idx,frame_id,rendered,physical_valid,gate_valid,pnp_eligible_candidate_2cell,pnp_eligible_candidate_3cell,pnp_eligible_candidate_4cell,tiny_warning,pnp_stress,bbox_vis_min_side_px,mask_m0_area,visible_kp_count,pnp_exact_success,physical_unknown,gate_unknown_fields
351,f0351,True,True,True,True,True,True,False,True,36.994316,6613,5,True,ground_continuity_pass,
352,f0352,True,True,True,True,True,True,False,False,38.578573,3784,9,True,ground_continuity_pass,
353,f0353,True,True,True,True,True,True,False,False,120.95095,61867,5,True,ground_continuity_pass,
354,f0354,True,True,True,True,True,True,False,False,167.72974,69464,6,True,ground_continuity_pass,
355,f0355,True,True,True,True,False,False,False,True,21.976283,2339,7,True,ground_continuity_pass,
356,f0356,True,True,True,True,True,True,False,False,63.779849,14939,6,True,ground_continuity_pass,
357,f0357,True,True,True,True,True,True,False,False,171.36407,87496,6,True,ground_continuity_pass,
358,f0358,True,True,True,True,True,True,False,False,142.13693,171409,5,True,ground_continuity_pass,
359,f0359,True,False,True,False,False,False,True,True,4.4278861,34,9,True,ground_continuity_pass,
360,f0360,True,True,True,True,True,True,False,False,449.63191,110491,8,True,ground_continuity_pass,
361,f0361,True,True,True,True,True,True,False,False,224.26729,89081,6,True,ground_continuity_pass,
362,f0362,True,False,True,False,False,False,True,True,12.626026,115,9,True,ground_continuity_pass,
363,f0363,True,True,True,True,True,True,False,True,64.065982,4330,7,True,ground_continuity_pass,
364,f0364,True,True,True,True,True,True,False,False,292.17505,106754,8,True,ground_continuity_pass,
365,f0365,True,True,True,True,True,True,False,False,255.13797,99900,7,True,ground_continuity_pass,
366,f0366,True,True,True,True,True,True,False,False,111.64187,36076,6,True,ground_continuity_pass,
367,f0367,True,True,True,True,True,True,False,False,267.0621,82333,8,True,ground_continuity_pass,
368,f0368,True,True,True,True,True,False,False,True,29.82045,1319,9,True,ground_continuity_pass,
370,f0370,True,True,True,True,False,False,False,True,18.275596,3183,5,True,ground_continuity_pass,
371,f0371,True,True,True,True,True,True,False,False,139.69961,32548,8,True,ground_continuity_pass,
372,f0372,True,True,True,True,True,True,False,False,82.928333,30526,6,True,ground_continuity_pass,
373,f0373,True,True,True,True,True,True,False,False,77.953398,97514,5,True,ground_continuity_pass,
374,f0374,True,False,True,True,False,False,False,True,16.040551,487,9,True,ground_continuity_pass,
375,f0375,True,True,True,True,True,True,False,False,105.99143,33846,7,True,ground_continuity_pass,
376,f0376,True,False,True,False,False,False,True,True,8.4552769,126,9,True,ground_continuity_pass,
377,f0377,True,True,True,False,False,False,True,True,12.474863,1372,7,True,ground_continuity_pass,
378,f0378,True,True,True,True,True,True,False,False,45.837569,14043,5,True,ground_continuity_pass,
379,f0379,True,True,True,True,True,True,False,False,93.760796,172290,6,True,ground_continuity_pass,
380,f0380,True,True,True,True,True,True,False,False,40.340378,9353,6,True,ground_continuity_pass,
381,f0381,True,True,True,True,True,True,False,False,241.08697,214394,5,True,ground_continuity_pass,
382,f0382,True,True,True,True,True,True,False,True,39.103436,2792,7,True,ground_continuity_pass,
383,f0383,True,True,True,True,True,True,False,True,49.746449,1313,9,True,ground_continuity_pass,
384,f0384,True,True,True,True,True,True,False,False,207.6317,61320,7,True,ground_continuity_pass,
385,f0385,True,False,True,False,False,False,True,True,6.0260474,285,5,True,ground_continuity_pass,
386,f0386,True,True,True,True,True,True,False,False,359.81272,148246,7,True,ground_continuity_pass,
387,f0387,True,True,True,True,True,True,False,False,180.85101,67305,7,True,ground_continuity_pass,
389,f0389,True,True,True,True,True,True,False,True,53.220517,6302,7,True,ground_continuity_pass,
390,f0390,True,True,True,True,True,False,False,True,28.346745,4091,5,True,ground_continuity_pass,
392,f0392,True,False,True,False,False,False,True,True,6.0443031,60,9,True,ground_continuity_pass,
393,f0393,True,True,True,True,True,True,False,True,103.54268,7045,8,True,ground_continuity_pass,
395,f0395,True,False,True,False,False,False,True,True,12.17022,738,5,True,ground_continuity_pass,
396,f0396,True,True,True,True,True,True,False,True,35.637121,3904,5,True,ground_continuity_pass,
397,f0397,True,True,True,True,True,True,False,False,142.95487,101318,5,True,ground_continuity_pass,
398,f0398,True,True,True,True,True,True,False,False,89.016777,52037,6,True,ground_continuity_pass,
400,f0400,True,True,True,True,True,True,False,True,58.396744,5004,7,True,ground_continuity_pass,
401,f0401,True,True,True,True,True,True,False,True,139.56442,129307,5,True,ground_continuity_pass,
402,f0402,True,True,True,True,True,True,False,False,226.39195,63289,6,True,ground_continuity_pass,
403,f0403,True,False,True,True,True,False,False,True,24.117255,1266,5,True,ground_continuity_pass,
404,f0404,True,True,True,True,True,True,False,False,281.98477,54554,8,True,ground_continuity_pass,
405,f0405,True,True,True,True,True,True,False,True,44.282287,5513,6,True,ground_continuity_pass,
406,f0406,True,True,True,False,False,False,True,True,13.229453,656,6,True,ground_continuity_pass,
407,f0407,True,True,True,True,True,True,False,False,168.64592,29598,7,True,ground_continuity_pass,
408,f0408,True,True,True,True,True,True,False,True,296.51327,103741,5,True,ground_continuity_pass,
409,f0409,True,True,False,False,False,False,True,True,6.1057922,108622,2,False,ground_continuity_pass,
410,f0410,True,True,True,True,True,True,False,False,59.040234,51925,5,True,ground_continuity_pass,
411,f0411,True,False,True,True,True,True,False,True,41.112047,1129,9,True,ground_continuity_pass,
413,f0413,True,True,True,False,False,False,True,True,14.635987,4501,4,True,ground_continuity_pass,
414,f0414,True,True,True,True,True,True,False,True,180.09157,139061,5,True,ground_continuity_pass,
415,f0415,True,True,True,True,True,True,False,False,52.716411,9300,6,True,ground_continuity_pass,
416,f0416,True,False,True,False,False,False,True,True,7.851042,57,9,True,ground_continuity_pass,
417,f0417,True,True,True,True,True,True,False,False,227.40214,105603,6,True,ground_continuity_pass,
418,f0418,True,True,True,True,True,True,False,False,207.41251,184988,7,True,ground_continuity_pass,
419,f0419,True,True,True,True,True,True,False,False,63.294713,9645,5,True,ground_continuity_pass,
422,f0422,True,True,True,True,True,True,False,False,105.82467,22052,5,True,ground_continuity_pass,
423,f0423,True,True,True,True,True,True,False,False,72.103106,26108,6,True,ground_continuity_pass,
424,f0424,True,False,True,True,True,True,False,True,39.180825,774,9,True,ground_continuity_pass,
425,f0425,True,True,False,True,True,True,False,False,121.5205,136980,4,True,ground_continuity_pass,
426,f0426,True,False,True,False,False,False,True,True,15.335899,861,6,True,ground_continuity_pass,
427,f0427,True,True,True,True,True,True,False,True,51.677628,4184,9,True,ground_continuity_pass,
428,f0428,True,True,True,True,True,True,False,True,114.69397,24645,5,True,ground_continuity_pass,
430,f0430,True,True,True,True,True,True,False,False,70.733953,8254,6,True,ground_continuity_pass,
432,f0432,True,True,True,True,True,True,False,False,238.47705,71859,5,True,ground_continuity_pass,
434,f0434,True,False,True,False,False,False,True,True,10.292483,225,7,True,ground_continuity_pass,
436,f0436,True,True,True,True,False,False,False,False,20.934294,3966,6,True,ground_continuity_pass,
437,f0437,True,True,True,True,True,False,False,True,25.081613,7312,5,True,ground_continuity_pass,
438,f0438,True,True,True,True,True,True,False,True,118.97839,7709,8,True,ground_continuity_pass,
439,f0439,True,True,False,True,True,True,False,True,44.656367,60019,4,True,ground_continuity_pass,
440,f0440,True,True,True,True,True,True,False,False,296.72583,130966,5,True,ground_continuity_pass,
441,f0441,True,False,False,False,False,False,True,True,4.4093305,39,9,True,ground_continuity_pass,
442,f0442,True,True,True,True,True,True,False,False,77.733189,18761,6,True,ground_continuity_pass,
443,f0443,True,True,True,True,True,True,False,False,181.97028,25588,9,True,ground_continuity_pass,
444,f0444,True,True,True,True,True,True,False,False,205.03387,78009,5,True,ground_continuity_pass,
445,f0445,True,True,True,False,False,False,True,True,15.237121,2781,5,True,ground_continuity_pass,
446,f0446,True,True,True,True,True,True,False,False,158.19055,24031,6,True,ground_continuity_pass,
447,f0447,True,False,True,True,False,False,True,True,16.279526,172,9,True,ground_continuity_pass,
448,f0448,True,True,True,True,True,True,False,False,73.1778,35174,5,True,ground_continuity_pass,
449,f0449,True,True,True,True,True,True,False,True,190.08975,44803,5,True,ground_continuity_pass,
450,f0450,True,True,False,False,False,False,True,True,14.947151,2191,4,True,ground_continuity_pass,
451,f0451,True,True,False,True,True,True,False,False,348.99224,254808,4,True,ground_continuity_pass,
452,f0452,True,True,True,True,True,True,False,False,80.6452,9879,9,True,ground_continuity_pass,
453,f0453,True,False,False,False,False,False,True,True,4.0435255,0,9,True,ground_continuity_pass,
454,f0454,True,True,False,True,True,True,False,False,183.53452,50114,7,True,ground_continuity_pass,
455,f0455,True,True,True,True,True,True,False,True,36.324946,1945,9,True,ground_continuity_pass,
457,f0457,True,True,False,True,False,False,False,True,21.708687,6315,5,True,ground_continuity_pass,
458,f0458,True,True,True,True,True,True,False,False,147.20862,116441,5,True,ground_continuity_pass,
459,f0459,True,True,False,False,False,False,False,True,253.7734,84304,3,False,ground_continuity_pass,
460,f0460,True,True,False,True,True,True,False,True,188.27958,90164,4,True,ground_continuity_pass,
462,f0462,True,True,False,True,True,True,False,True,58.431098,32001,4,True,ground_continuity_pass,
463,f0463,True,False,True,True,True,False,False,True,31.623561,1737,5,True,ground_continuity_pass,
464,f0464,True,True,True,True,True,True,False,False,68.346406,9485,9,True,ground_continuity_pass,
466,f0466,True,True,False,True,True,True,False,True,209.51282,352231,4,True,ground_continuity_pass,
467,f0467,True,False,True,False,False,False,True,True,9.0177142,71,8,True,ground_continuity_pass,
468,f0468,True,True,True,True,True,True,False,True,50.157594,3380,7,True,ground_continuity_pass,
469,f0469,True,True,True,True,True,True,False,False,60.817237,12790,6,True,ground_continuity_pass,
471,f0471,True,True,True,True,True,True,False,True,86.89831,6096,9,True,ground_continuity_pass,
472,f0472,True,True,True,True,True,False,False,True,30.415337,2256,9,True,ground_continuity_pass,
473,f0473,True,True,True,True,True,False,False,False,31.792374,7046,5,True,ground_continuity_pass,
474,f0474,True,True,False,False,False,False,False,True,165.85092,189948,3,False,ground_continuity_pass,
475,f0475,True,True,True,True,True,True,False,False,202.51497,100143,6,True,ground_continuity_pass,
477,f0477,True,True,True,True,True,False,False,True,27.289313,2763,5,True,ground_continuity_pass,
478,f0478,True,False,False,False,False,False,True,True,0.17267783,0,9,True,ground_continuity_pass,
479,f0479,True,True,True,True,True,True,False,False,35.554351,17482,5,True,ground_continuity_pass,
480,f0480,True,True,True,True,True,True,False,False,365.54993,229641,6,True,ground_continuity_pass,
481,f0481,True,False,True,False,False,False,True,True,6.2630876,34,9,True,ground_continuity_pass,
482,f0482,True,True,False,True,True,True,False,False,116.31129,31733,6,True,ground_continuity_pass,
483,f0483,True,True,True,True,False,False,False,True,17.680691,1361,9,True,ground_continuity_pass,
484,f0484,True,True,True,True,True,True,False,False,280.95739,38073,9,True,ground_continuity_pass,
485,f0485,True,True,True,True,False,False,False,True,22.839219,1720,8,True,ground_continuity_pass,
486,f0486,True,True,True,True,True,True,False,False,270.6285,38001,8,True,ground_continuity_pass,
487,f0487,True,True,True,True,True,True,False,True,61.687063,7098,6,True,ground_continuity_pass,
488,f0488,True,True,True,True,True,True,False,False,217.84791,61142,7,True,ground_continuity_pass,
489,f0489,True,True,False,True,True,True,False,True,196.8248,407564,4,True,ground_continuity_pass,
490,f0490,True,True,False,True,True,True,False,False,110.91621,35755,5,True,ground_continuity_pass,
491,f0491,True,True,True,True,True,True,False,True,98.966567,5378,9,True,ground_continuity_pass,
493,f0493,True,True,True,True,True,False,False,True,27.399042,2853,7,True,ground_continuity_pass,
494,f0494,True,True,True,True,True,True,False,False,201.44345,71580,6,True,ground_continuity_pass,
495,f0495,True,True,True,True,True,False,False,True,25.893756,2947,6,True,ground_continuity_pass,
496,f0496,True,True,True,True,True,True,False,False,225.98317,61099,6,True,ground_continuity_pass,
497,f0497,True,True,False,False,False,False,False,True,100.52535,200605,3,False,ground_continuity_pass,
499,f0499,True,False,True,True,False,False,False,True,16.688087,679,9,True,ground_continuity_pass,
