referenced_path,reference_file,line_number,reference_type,active_or_doc,path_exists_today,can_auto_update,risk,proposed_replacement,raw_line
data/pallet/blender_scene/_sandbox_parking_lot_check.blend,scripts/data_prep/blender/gen_palletobj_v1.py,4,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/_sandbox_parking_lot_check.blend \
data/pallet/blender_scene/_sandbox_parking_lot_check.blend,scripts/data_prep/blender/gen_palletobj_v1.py,569,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"bpy.ops.wm.save_as_mainfile(filepath=""data/pallet/blender_scene/_sandbox_parking_lot_check.blend"", copy=True)"
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/gen_4pallet_mask.py,29,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/gen_dataset_v4.py,29,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/gen_preview10.py,5,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/gen_topview_test.py,18,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_4pallet_mask.sh,41,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"SCENE=""${ROOT}/data/pallet/blender_scene/synth_data_scene.blend"""
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_dataset_v4.sh,58,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"SCENE=""${ROOT}/data/pallet/blender_scene/synth_data_scene.blend"""
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_pilot_2k.sh,11,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"SCENE=""E:/CODING/GitHub/FoundationPose/data/pallet/blender_scene/synth_data_scene.blend"""
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_v2_scene_logic.py,13,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_v2_scene_logic.py,25,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_b3_asset_check.py,10,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_g5_reverify.py,14,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_gen_wood_random_samples.py,6,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_floor_applied14.py,16,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_floor_compare.py,14,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_material_compare.py,8,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_plastic_closeup.py,11,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_wood_closeup.py,7,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_wood_skin_compare.py,6,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_v2_calib_200.py,12,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_v2_pilot_2k.py,21,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),blender -b data/pallet/blender_scene/synth_data_scene.blend \
data/pallet/distractors,scripts/data_prep/blender/distractor_pool_v2.py,29,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),# manifest lives two levels up under data/pallet/distractors/
data/pallet/distractors/distractors_manifest.csv,scripts/data_prep/blender/v2_pipeline.py,63,python_path_join(multiline),active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_MANIFEST = os.path.join(_PROJECT_ROOT,""data"",""pallet"",""distractors"",""distractors_manifest.csv"")"
data/pallet/distractors/distractors_manifest.csv,scripts/data_prep/blender/distractor_pool_v2.py,33,python_path_join(multiline),active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_MANIFEST = os.path.join(_PROJECT_ROOT,""data"",""pallet"",""distractors"",""distractors_manifest.csv"")"
data/pallet/eval_results,scripts/data_prep/evaluate_on_val.py,13,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--output_dir data/pallet/eval_results
data/pallet/eval_results,scripts/data_prep/evaluate_on_val.py,130,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"parser.add_argument(""--output_dir"", default=""data/pallet/eval_results"")"
data/pallet/eval_results/comprehensive,scripts/data_prep/visualize_pretrain.py,188,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),out_dir = 'data/pallet/eval_results/comprehensive'
data/pallet/eval_results/vis,scripts/data_prep/visualize_inference.py,11,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--output_dir data/pallet/eval_results/vis \
data/pallet/eval_results/vis,scripts/data_prep/visualize_inference.py,187,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"parser.add_argument(""--output_dir"", default=""data/pallet/eval_results/vis"")"
data/pallet/hdri,config/synthetic/blender.yaml,330,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""hdri_dir"": ""data/pallet/hdri"""
data/pallet/hdri,config/synthetic/blender_train_4000.yaml,307,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""hdri_dir"": ""data/pallet/hdri"""
data/pallet/hdri,scripts/data_prep/blender/gen_palletobj_v1.py,86,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"HDRI_DIR = os.path.abspath(""data/pallet/hdri"")"
data/pallet/hdri,scripts/data_prep/blender/randomizers.py,1235,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"""""""Collect HDRIs: load from data/pallet/hdri/ on first call, then cache."""""""
data/pallet/hdri,scripts/data_prep/blender/run_addon_v1.sh,65,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"""${ROOT}/data/pallet/hdri"" \"
data/pallet/hdri,scripts/data_prep/blender/run_mass_10k.py,52,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"HDRI_DIR = r""E:/CODING/GitHub/FoundationPose/data/pallet/hdri"""
data/pallet/hdri,scripts/data_prep/blender/run_trunc_addon.py,61,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"HDRI_DIR = r""E:/CODING/GitHub/FoundationPose/data/pallet/hdri"""
data/pallet/hdri,scripts/data_prep/blender/_probe_dist.py,31,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"for hf in sorted(_glob.glob(r""E:/CODING/GitHub/FoundationPose/data/pallet/hdri/*.hdr"")):"
data/pallet/hdri,scripts/data_prep/blender/_probe_v.py,26,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"for hf in sorted(_glob.glob(r""E:/CODING/GitHub/FoundationPose/data/pallet/hdri/*.hdr"")):"
data/pallet/hdri,scripts/data_prep/isaac_sim/generate_all.sh,44,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"HDRI_DIR=""data/pallet/hdri"""
data/pallet/isaac_assets/Assets/Isaac/4.5/Isaac,config/synthetic/isaac_sim.yaml,7,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""isaac_assets_root"": ""data/pallet/isaac_assets/Assets/Isaac/4.5/Isaac"","
data/pallet/isaac_assets/Assets/Isaac/4.5/NVIDIA/Assets/Skies,config/synthetic/isaac_sim.yaml,8,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""hdri_dir"": ""data/pallet/isaac_assets/Assets/Isaac/4.5/NVIDIA/Assets/Skies"","
data/pallet/models_usd,config/synthetic/blender.yaml,26,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""pallet_source_dir"": ""data/pallet/models_usd"","
data/pallet/models_usd,config/synthetic/blender_train_4000.yaml,26,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""pallet_source_dir"": ""data/pallet/models_usd"","
data/pallet/models_usd,config/synthetic/isaac_sim.yaml,5,config_value,active,yes,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""usd_cache_dir"": ""data/pallet/models_usd"","
data/pallet/models_usd,scripts/data_prep/blender/_inspect_usd_shapes.py,6,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"USD_DIR = r""E:\CODING\GitHub\FoundationPose\data\pallet\models_usd"""
data/pallet/models_usd/_shape_inspect,scripts/data_prep/blender/_inspect_usd_shapes.py,7,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT_DIR = r""E:\CODING\GitHub\FoundationPose\data\pallet\models_usd\_shape_inspect"""
data/pallet/ndds3_pallet.pth,scripts/dope/run_dope_live.py,160,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ap.add_argument(""--weights"",   default=""data/pallet/ndds3_pallet.pth"")"
data/pallet/pallet_scene/Collected_World0/SubUSDs/textures,config/synthetic/isaac_sim.yaml,3,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""gltf_dir"": ""data/pallet/pallet_scene/Collected_World0/SubUSDs/textures"","
data/pallet/pallets_v2_add/measurements.json,scripts/data_prep/blender/efront_kp12.py,32,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),removed NoAI wood pallets) from data/pallet/pallets_v2_add/measurements.json (a
data/pallet/real_data,scripts/data_prep/visualize_inference.py,10,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--real_dir data/pallet/real_data \
data/pallet/real_data,scripts/data_prep/visualize_inference.py,186,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"parser.add_argument(""--real_dir"", default=""data/pallet/real_data"")"
data/pallet/real_data,scripts/data_prep/visualize_pretrain.py,197,python_string_literal,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),real_imgs = sorted(glob.glob('data/pallet/real_data/*.jpg'))
data/pallet/real_unlabeled,config/stage3_selftrain.yaml,82,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),real_unlabeled: data/pallet/real_unlabeled
data/pallet/real_unlabeled,scripts/self_training/self_train.py,18,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--real_dir data/pallet/real_unlabeled \\
data/pallet/test_canonical,scripts/data_prep/verify_keypoints.py,121,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"data_dir = sys.argv[1] if len(sys.argv) > 1 else ""data/pallet/test_canonical"""
data/pallet/test_fix_axis/000001.json,scripts/data_prep/_check_axis.py,4,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"path = sys.argv[1] if len(sys.argv) > 1 else ""data/pallet/test_fix_axis/000001.json"""
data/pallet/test_indoor_v1,scripts/data_prep/blender/render_indoor_data.py,29,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"default=""C:/Users/User/Documents/GitHub/FoundationPose/data/pallet/test_indoor_v1"")"
data/pallet/test_palletobj_r3,scripts/data_prep/blender/run_dataset_v4.sh,15,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),# Layout matches data/pallet/test_palletobj_r3 (DOPE-ready flat folders).
data/pallet/test_palletobj_v1,scripts/data_prep/blender/gen_palletobj_scenarios.py,31,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_OUT_BASE = r""E:/CODING/GitHub/FoundationPose/data/pallet/test_palletobj_v1"""
data/pallet/test_palletobj_v1,scripts/data_prep/blender/gen_palletobj_v1.py,6,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--out data/pallet/test_palletobj_v1 --n 10 --seed 42
data/pallet/test_render_v2,scripts/data_prep/visualize_annotations.py,5,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--data_dir data/pallet/test_render_v2 \
data/pallet/test_render_v2/overlay,scripts/data_prep/visualize_annotations.py,6,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--output_dir data/pallet/test_render_v2/overlay
data/pallet/textures_floor,scripts/data_prep/blender/floor_and_mask.py,22,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"FLOOR_TEXTURE_DIR = r""E:/CODING/GitHub/FoundationPose/data/pallet/textures_floor"""
data/pallet/textures_floor,scripts/data_prep/blender/run_addon_v1.sh,66,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"""${ROOT}/data/pallet/textures_floor"" \"
data/pallet/textures_floor,scripts/data_prep/blender/_render_floor_compare.py,8,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"`data/pallet/textures_floor/`, keeping geometry, camera, HDRI, and the pallet"
data/pallet/textures_wood,scripts/data_prep/blender/run_addon_v1.sh,67,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"""${ROOT}/data/pallet/textures_wood""; do"
data/pallet/train_4pallet_mask_v1,scripts/data_prep/blender/run_4pallet_mask.sh,19,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),# Usage (10k):     bash run_4pallet_mask.sh --num_frames 10000 --out data/pallet/train_4pallet_mask_v1 --seed 4444 --batch_size 250
data/pallet/train_4pallet_mask_v1_pilot,scripts/data_prep/blender/run_4pallet_mask.sh,18,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),# Usage (pilot):   bash run_4pallet_mask.sh --num_frames 40  --out data/pallet/train_4pallet_mask_v1_pilot --seed 4444 --batch_size 40
data/pallet/train_4pallet_mask_v1_pilot,scripts/data_prep/blender/run_4pallet_mask.sh,23,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT_DIR=""data/pallet/train_4pallet_mask_v1_pilot"""
data/pallet/train_palletobj_addon_v1,scripts/data_prep/blender/run_addon_v1.sh,10,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),#   frames  = 6000    seed = 7777    out = data/pallet/train_palletobj_addon_v1
data/pallet/train_palletobj_addon_v1,scripts/data_prep/blender/run_addon_v1.sh,39,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT=""data/pallet/train_palletobj_addon_v1"""
data/pallet/train_palletobj_addon_v1_gen.log,scripts/data_prep/blender/run_addon_v1.sh,6,shell_command,active,yes,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),# data/pallet/train_palletobj_addon_v1_gen.log):
data/pallet/train_palletobj_addon_v2,scripts/data_prep/blender/run_addon_v1.sh,30,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),#        --out data/pallet/train_palletobj_addon_v2
data/pallet/train_palletobj_addon_v2,scripts/data_prep/blender/run_addon_v1.sh,77,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"echo ""--out data/pallet/train_palletobj_addon_v2 to make a fresh variant."""
data/pallet/train_palletobj_v1,scripts/data_prep/blender/analyze_stats.py,7,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT_DIR = r""E:/CODING/GitHub/FoundationPose/data/pallet/train_palletobj_v1"""
data/pallet/train_palletobj_v1,scripts/data_prep/blender/run_chunks.sh,19,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT=""E:/CODING/GitHub/FoundationPose/data/pallet/train_palletobj_v1"""
data/pallet/train_palletobj_v1,scripts/data_prep/blender/run_mass_10k.py,19,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"parser.add_argument(""--out"", type=str, default=r""E:/CODING/GitHub/FoundationPose/data/pallet/train_palletobj_v1"")"
data/pallet/train_palletobj_v2,scripts/data_prep/blender/run_chunks_v2.sh,11,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT=""E:/CODING/GitHub/FoundationPose/data/pallet/train_palletobj_v2"""
data/pallet/train_palletobj_v3,scripts/data_prep/postprocess_v3.py,198,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ap.add_argument(""--source-root"", default=""data/pallet/train_palletobj_v3"")"
data/pallet/train_palletobj_v3_post_v1,scripts/data_prep/postprocess_v3.py,199,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ap.add_argument(""--output-root"", default=""data/pallet/train_palletobj_v3_post_v1"")"
data/pallet/train_palletobj_v3_post_v1/surface_fps_v1.json,scripts/data_prep/gen_surface_fps_v1.py,14,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT = ""data/pallet/train_palletobj_v3_post_v1/surface_fps_v1.json"""
data/pallet/training_data,config/synthetic/blender_train_4000.yaml,20,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""base_dir"": ""data/pallet/training_data"","
data/pallet/training_data,config/synthetic/isaac_sim.yaml,6,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),"""default_output_dir"": ""data/pallet/training_data"","
data/pallet/training_data,scripts/data_prep/blender/_audit_perm_disagreement.py,22,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"""E:/CODING/GitHub/FoundationPose/data/pallet/training_data"""
data/pallet/training_data,scripts/data_prep/isaac_sim/generate_all.sh,41,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"TRAIN_BASE=""data/pallet/training_data"""
data/pallet/training_data,scripts/data_prep/isaac_sim/gen_replicator_data.py,14,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),python scripts/data_prep/isaac_sim/gen_replicator_data.py --num_frames 15000 --output_dir data/pallet/training_data
data/pallet/training_data/train,config/default.yaml,53,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),train_dir: data/pallet/training_data/train
data/pallet/training_data/train,config/stage3_selftrain.yaml,81,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),synthetic_data: data/pallet/training_data/train
data/pallet/training_data/train,scripts/self_training/self_train.py,17,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--synthetic_dir data/pallet/training_data/train \\
data/pallet/training_data/val,config/default.yaml,54,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),val_dir: data/pallet/training_data/val
data/pallet/training_data/val,config/stage3_selftrain.yaml,85,config_value,active,no,yes(config 1줄),MED(런타임 자산 로드 실패),(Stage2: paths registry key로 치환 — config/paths.yaml),val_dir: data/pallet/training_data/val
data/pallet/training_data/val,scripts/data_prep/evaluate_on_val.py,12,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--val_dir data/pallet/training_data/val \
data/pallet/training_data/val,scripts/data_prep/visualize_inference.py,9,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--val_dir data/pallet/training_data/val \
data/pallet/training_data/val,scripts/data_prep/visualize_inference.py,185,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"parser.add_argument(""--val_dir"", default=""data/pallet/training_data/val"")"
data/pallet/training_data/val,scripts/data_prep/visualize_pretrain.py,192,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),syn_imgs = sorted(glob.glob('data/pallet/training_data/val/*.png'))
data/pallet/training_data_v4,scripts/data_prep/blender/gen_4pallet_mask.py,32,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--out_dir data/pallet/training_data_v4 --overlay_every 1
data/pallet/training_data_v4,scripts/data_prep/blender/gen_4pallet_mask.py,672,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"p.add_argument(""--out_dir"", default=""data/pallet/training_data_v4"")"
data/pallet/training_data_v4,scripts/data_prep/blender/gen_dataset_v4.py,32,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--out_dir data/pallet/training_data_v4 --overlay_every 1
data/pallet/training_data_v4,scripts/data_prep/blender/gen_dataset_v4.py,479,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"p.add_argument(""--out_dir"", default=""data/pallet/training_data_v4"")"
data/pallet/training_data_v4,scripts/data_prep/blender/run_dataset_v4.sh,28,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),#        --out_dir data/pallet/training_data_v4 \
data/pallet/training_data_v4,scripts/data_prep/blender/run_dataset_v4.sh,34,shell_command,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"OUT_DIR=""data/pallet/training_data_v4"""
data/pallet/training_data_v4,scripts/data_prep/blender/_verify_repilot.py,21,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"ROOT = sys.argv[1] if len(sys.argv) > 1 else ""data/pallet/training_data_v4"""
data/pallet/training_data_v4_split,scripts/data_prep/blender/_restructure_to_r3.py,20,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--root data/pallet/training_data_v4_split \
data/pallet/trunc_addon_v1,scripts/data_prep/blender/audit_trunc_addon.py,12,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),Usage:  python audit_trunc_addon.py --dir E:/.../data/pallet/trunc_addon_v1
data/pallet/trunc_addon_v1,scripts/data_prep/blender/gen_trunc_addon.py,38,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"DEFAULT_OUT_BASE = r""E:/CODING/GitHub/FoundationPose/data/pallet/trunc_addon_v1"""
data/pallet/trunc_addon_v1,scripts/data_prep/blender/run_trunc_addon.py,8,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),--num_frames 300 --out data/pallet/trunc_addon_v1 --seed 1234
data/pallet/trunc_addon_v1,scripts/data_prep/blender/run_trunc_addon.py,29,python_string_literal,active,no,yes(코드 수정 필요),MED,(Stage2: paths registry key로 치환 — config/paths.yaml),"default=r""E:/CODING/GitHub/FoundationPose/data/pallet/trunc_addon_v1"")"
data/pallet,reports/v2_overlay_fix/final_report.md,206,markdown_doc,doc,yes,yes(문서 텍스트),LOW(문서만),(Stage2: paths registry key로 치환 — config/paths.yaml),- 지시에 있던 `_v2_cleanbase_smoke20_seed7100`은 **존재하지 않아 건너뜀**(`data/pallet/`에
